15	7	0.5	7	3.97E-03	0.603	3.6E-10	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902	
17	8	2.5	8	3.51E-04	0.101	0.000000062	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902	
19	9	0.5	9	1.32E+00	0.0305	0.00000096	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902	
21	10	1.5	10	1.97E-03	0.132	0.000000028	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902
23	11	1.5	11	8.74E-01	0.0296	0.0000016	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902
25	12	2.5	12	6.84E-02	0.0654	0.00000022	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902
27	13	2.5	13	8.47E-01	0.0121	0.000025	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902
29	14	0.5	14	4.51E-02	0.0379	0.0000015	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902
31	15	0.5	15	8.85E-01	0.0151	0.0000078	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902
33	16	1.5	16	7.41E-03	0.0327	0.0000012	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902
35	17	1.5	17	1.60E+00	0.0213	0.0000042	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902
37	17	1.5	17	5.32E-01	0.0255	0.0000024	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902
39	19	1.5	19	2.09E-02	0.0317	0.0000013	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902
41	19	1.5	19	1.51E-03	0.0578	0.00000021	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902
43	20	3.5	20	2.22E-02	0.0094	0.000073	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902
45	21	3.5	21	7.42E-04	0.00224	0.0042	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902
47	22	2.5	22	6.96E+00	0.0111	0.000045	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902
49	22	3.5	22	7.00E-02	0.00835	0.0001	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902
51	23	3.5	23	2.38E+00	0.00156	0.012	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902
53	24	1.5	24	1.40E-01	0.0127	0.000033	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902	
55	25	2.5	25	7.31E-01	0.00171	0.000089	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902	
57	26	0.5	26	2.72E-02	0.0348	0.00000064	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902	
59	27	3.5	27	1.56E+00	0.00105	0.041	0.054955	0.054395	0.053385	0.051965	0.050325	0.0477	0.045125	0.04081	0.035585	0.03047	0.023885	0.01902	
#1	1	0.5																	
#2	1	1																	
#3	2	0.5																	
6	3	1	1	0.000181373	130	1.70E-17	3.1300	2.6600	2.0200	1.4800	1.1000	0.7520	0.5500	0.3660	0.2490	0.1760	0.1120	0.0779	High
7	3	1.5	1	0.002303922	36	8.50E-16	3.1300	2.6600	2.0200	1.4800	1.1000	0.7520	0.5500	0.3660	0.2490	0.1760	0.1120	0.0779	High
9	4	1.5	2	0.494296578	24.1	4.80E-15	3.1300	2.6600	2.0200	1.4800	1.1000	0.7520	0.5500	0.3660	0.2490	0.1760	0.1120	0.0779	High
10	5	3	3	0.276679842	7.2	1.2E-13	3.1300	2.6600	2.0200	1.4800	1.1000	0.7520	0.5500	0.3660	0.2490	0.1760	0.1120	0.0779	High
11	5	1.5	3	1.067193676	4.22	5.4E-13	3.1300	2.6600	2.0200	1.4800	1.1000	0.7520	0.5500	0.3660	0.2490	0.1760	0.1120	0.0779	High
13	6	0.5	4	0.009295775	5.39	1.7E-13	0.986442056	0.890809689	0.709027991	0.535121326	0.404787281	0.280111113	0.206529339	0.139261472	0.095408274	0.06801275	0.043696111	0.030492598	
14	7	1	5	0.975348339	7.16	9.8E-14	1.745553549	1.576327779	1.254656895	0.946921236	0.716289285	0.495669202	0.365462948	0.246429433	0.168829228	0.120351617	0.077322232	0.053958023	
15	7	0.5	5	0.003965702	7.65	1.8E-13	0.834619757	0.753706071	0.59990221	0.452761344	0.34248688	0.236999495	0.174742618	0.11782788	0.080724083	0.057544976	0.036970887	0.025799513	
17	8	2.5	6	0.000350877	1.19	3.6E-11	3.1300	2.6600	2.0200	1.4800	1.1000	0.7520	0.5500	0.3660	0.2490	0.1760	0.1120	0.0779	High
19	9	0.5	7	1.324503311	0.344	6.6E-10	0.632190025	0.570901247	0.454401169	0.342948035	0.259419679	0.179517337	0.132360322	0.089249757	0.061145162	0.043587945	0.028003921	0.019542067	
21	10	1.5	8	0.001965812	1.43	2.3E-11	1.836646929	1.65858995	1.320132363	0.996337225	0.753669525	0.521536173	0.384534981	0.259289589	0.177639743	0.126632281	0.081357366	0.056773874	
23	11	1.5	9	0.873786408	0.311	1.3E-09	1.662741386	1.501543988	1.195133742	0.901997609	0.682307248	0.472153774	0.348124736	0.234738383	0.16081967	0.114641923	0.073653928	0.051398159	Zhang
25	12	2.5	10	0.068421053	0.671	2.1E-10	2.580576192	2.330397678	1.854848689	1.399901137	1.058941489	0.732783101	0.540289917	0.364314191	0.249592278	0.177924372	0.114310965	0.079769991	Zhang
27	13	2.5	11	0.847457627	0.121	0.000000025	2.376200021	2.145835116	1.707948599	1.28903193	0.975075565	0.674748231	0.497500099	0.335461278	0.229825098	0.163833138	0.105257779	0.073452376	Zhang
29	14	0.5	12	0.045070423	0.374	1.5E-09	0.379152861	0.342395217	0.272524868	0.205681399	0.155585677	0.107664641	0.079382453	0.053527103	0.03667151	0.026141656	0.016795214	0.011720259	Zhang
31	15	0.5	13	0.884718499	0.146	8.6E-09	0.348788401	0.314974494	0.250699712	0.189209402	0.143125597	0.099042317	0.073025108	0.049240385	0.033734672	0.024048101	0.015450169	0.010781642	
33	16	1.5	14	0.007407407	0.312	1.3E-09	1.119286567	1.010775355	0.804513049	0.607186311	0.459300131	0.317833778	0.234342721	0.158015865	0.108256941	0.077172052	0.049580682	0.034599048	
35	17	1.5	15	1.595744681	0.201	0.000000005	1.04895712	0.94726412	0.753962136	0.56903426	0.430440387	0.297862955	0.219617989	0.148087069	0.101454705	0.072323009	0.046465321	0.032425045	
37	17	1.5	15	0.531914894	0.241	2.9E-09	1.04895712	0.94726412	0.753962136	0.56903426	0.430440387	0.297862955	0.219617989	0.148087069	0.101454705	0.072323009	0.046465321	0.032425045	
39	19	1.5	17	0.020854271	0.294	1.6E-09	0.930507525	0.84029783	0.668823756	0.504778175	0.381834501	0.264227885	0.194818442	0.131364885	0.089998309	0.064156202	0.041218397	0.028763567	
41	19	1.5	17	0.001507538	0.535	2.6E-10	0.930507525	0.84029783	0.668823756	0.504778175	0.381834501	0.264227885	0.194818442	0.131364885	0.089998309	0.064156202	0.041218397	0.028763567	
43	20	3.5	18	0.022222222	0.0862	0.000000094	2.155473756	1.946507548	1.549296503	1.169293187	0.884500367	0.612070571	0.451287096	0.304300132	0.208476544	0.148614606	0.095480337	0.066629353	
45	21	3.5	19	0.000742358	0.0203	0.0000056	2.049198147	1.850535015	1.472908456	1.1116412	0.840890086	0.581892438	0.429036391	0.289296618	0.19819761	0.141287164	0.09077268	0.063344193	
47	22	2.5	20	6.962025316	0.101	0.000000062	1.372898816	1.239800717	0.986802706	0.744764917	0.563370119	0.389849777	0.287440995	0.193819707	0.132786214	0.094657991	0.060814863	0.042438633	
49	22	3.5	20	0.07	0.0754	0.00000014	1.952583957	1.763287258	1.403464778	1.059230302	0.801244377	0.554457772	0.408808477	0.275657059	0.188853125	0.134625854	0.086492992	0.060357685	
51	23	3.5	21	2.380952381	0.014	0.000017	1.864371001	1.683626263	1.34005968	1.011376874	0.76504612	0.52940873	0.390339513	0.263203549	0.180321204	0.128543788	0.082585451	0.057630872
53	24	1.5	22	0.140495868	0.113	0.000000047	0.720753033	0.650878358	0.518057875	0.390991358	0.295761579	0.204665781	0.150902576	0.101752686	0.06971094	0.049694146	0.031926969	0.0222797
55	25	2.5	23	0.730994152	0.0152	0.000013	1.198993274	1.082754754	0.861804084	0.650425301	0.492007842	0.340467378	0.25103075	0.169268501	0.115966141	0.082667633	0.053111425	0.037062917
57	26	0.5	24	0.027160494	0.306	9.4E-10	0.16893737	0.152559439	0.121427633	0.091644501	0.069323584	0.047971631	0.035370069	0.023849821	0.016339554	0.011647816	0.007483365	0.005222141
59	27	3.5	25	1.5625	0.00915	0.000061	1.576862106	1.423990426	1.133406027	0.855410145	0.647066617	0.447767405	0.330144368	0.222614331	0.152513461	0.108720758	0.069849761	0.048743484
#1	1	0.5																
#2	1	1																
#3	2	0.5																
#6	3	1																
#7	3	1.5																
#9	4	1.5																
#10	5	3																
#11	5	1.5																
#13	6	0.5																
#14	7	1																
#15	7	0.5																
#17	8	2.5																
#19	9	0.5																
#21	10	1.5																
23	11	1.5	1	0.873786408	16	9.60E-15	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
25	12	2.5	2	0.068421053	16	1.6E-14	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
27	13	2.5	3	0.847457627	2	5.5E-12	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
29	14	0.5	4	0.045070423	5	6.3E-13	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
31	15	0.5	5	0.884718499	1.6	6.5E-12	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
33	16	1.5	6	0.007407407	3.1	1.3E-12	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
35	17	1.5	7	1.595744681	1.8	7E-12	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
37	17	1.5	7	0.531914894	2.1	4.4E-12	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
39	19	1.5	9	0.020854271	2.2	3.8E-12	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
41	19	1.5	9	0.001507538	4	6.2E-13	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
43	20	3.5	10	0.022222222	0.61	2.7E-10	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
45	21	3.5	11	0.000742358	0.14	0.000000018	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
47	22	2.5	12	6.962025316	0.65	2.3E-10	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
49	22	3.5	12	0.07	0.49	5.2E-10	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
51	23	3.5	13	2.380952381	0.087	0.00000007	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
53	24	1.5	14	0.140495868	0.68	2.1E-10	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
55	25	2.5	15	0.730994152	0.089	0.000000066	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
57	26	0.5	16	0.027160494	1.8	5E-12	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
59	27	3.5	17	1.5625	0.051	0.00000035	0.827217674	0.733656433	0.579972918	0.439592772	0.336436092	0.238680831	0.180772275	0.126869074	0.090746389	0.067219349	0.045341104	0.032848155
